area_tag	LONGI_DD	LATIT_DD	pos_string
Skagerrak	8.36233	57.511	8.36233_57.511
Bothnian Bay	22.06967	64.71	22.06967_64.71
Western Gotland Basin	16.942	56.53967	16.942_56.53967
Bornholm Basin	15.28333	55.38333	15.28333_55.38333
Kattegat	12.11152	56.66877	12.11152_56.66877
Western Gotland Basin	17.15268	56.75168	17.15268_56.75168
18	18.571	63.06583	18.571_63.06583
Bornholm Basin	14.71917	55.71033	14.71917_55.71033
15	19.172	59.41917	19.172_59.41917
Kattegat	11.71667	57.03333	11.71667_57.03333
Eastern Gotland Basin	19.66667	56.83333	19.66667_56.83333
18	18.75583	63.2285	18.75583_63.2285
Bornholm Basin	16.53527	56.11668	16.53527_56.11668
Eastern Gotland Basin	20.0762	57.31212	20.0762_57.31212
Western Gotland Basin	18.63333	58.56667	18.63333_58.56667
25	11.791	57.68217	11.791_57.68217
23	22.36167	65.3	22.36167_65.3
12s	16.70333	57.9	16.70333_57.9
Skagerrak	9.66667	58.06333	9.66667_58.06333
Skagerrak	10.90167	58.575	10.90167_58.575
Kattegat	11.20603	57.66973	11.20603_57.66973
Skagerrak	10.83533	58.63683	10.83533_58.63683
24	18.1115	59.35801	18.1115_59.35801
Skagerrak	9.81667	58.6	9.81667_58.6
Skagerrak	10.84938	58.36977	10.84938_58.36977
Arkona Basin	13.76667	54.88333	13.76667_54.88333
Bothnian Bay	23.8155	64.99933	23.8155_64.99933
Kattegat	11.80833	56.797	11.80833_56.797
Kattegat	12.511	56.67567	12.511_56.67567
Bornholm Basin	15.98423	55.25005	15.98423_55.25005
Kattegat	11.65967	57.19182	11.65967_57.19182
20	20.50067	63.82525	20.50067_63.82525
North Sea	7.89167	56.52667	7.89167_56.52667
3	10.97833	58.92667	10.97833_58.92667
Kattegat	11.31567	57.3707	11.31567_57.3707
Kattegat	10.96667	57.665	10.96667_57.665
North Sea	5.76667	56.53333	5.76667_56.53333
Skagerrak	9.87	58.08833	9.87_58.08833
2	11.4543	58.2575	11.4543_58.2575
18	18.54133	63.14717	18.54133_63.14717
12n	17.85533	58.898	17.85533_58.898
Kattegat	11.81183	56.65983	11.81183_56.65983
Eastern Gotland Basin	21.015	58.375	21.015_58.375
Kattegat	12.19583	57.0525	12.19583_57.0525
21	20.317	63.60733	20.317_63.60733
Kattegat	10.81832	57.44358	10.81832_57.44358
Skagerrak	9.61667	58.20833	9.61667_58.20833
Northern Baltic Proper	19.2347	59.05802	19.2347_59.05802
Kattegat	12.26567	56.3365	12.26567_56.3365
9	14.84167	56.1	14.84167_56.1
Bothnian Bay	23.23383	65.16767	23.23383_65.16767
19	19.68667	63.345	19.68667_63.345
Western Gotland Basin	18.77667	58.49833	18.77667_58.49833
Skagerrak	10.74333	58.07333	10.74333_58.07333
Bornholm Basin	14.64167	55.43333	14.64167_55.43333
Kattegat	11.82833	56.80333	11.82833_56.80333
Kattegat	11.59397	57.31492	11.59397_57.31492
Eastern Gotland Basin	18.86333	57.17833	18.86333_57.17833
5	12.71367	56.56367	12.71367_56.56367
22	22.2515	65.6645	22.2515_65.6645
Kattegat	11.875	57.18333	11.875_57.18333
25	11.875	57.68333	11.875_57.68333
Bornholm Basin	16.3	55.53333	16.3_55.53333
Eastern Gotland Basin	20.3	58.3	20.3_58.3
The Sound	12.854	55.8005	12.854_55.8005
Kattegat	12.11065	56.6685	12.11065_56.6685
18	18.2655	62.86333	18.2655_62.86333
Eastern Gotland Basin	20.63833	57.23333	20.63833_57.23333
Bornholm Basin	14.38333	55.87167	14.38333_55.87167
Kattegat	11.155	56.54333	11.155_56.54333
Bornholm Basin	14.5045	55.66883	14.5045_55.66883
8	16.498	57.27417	16.498_57.27417
North Sea	3.73333	58.53333	3.73333_58.53333
Eastern Gotland Basin	19.46167	57.85167	19.46167_57.85167
Bornholm Basin	14.55	55.45333	14.55_55.45333
Bornholm Basin	14.622	55.45617	14.622_55.45617
Eastern Gotland Basin	18.39583	55.5525	18.39583_55.5525
Bothnian Sea	20.04933	62.66433	20.04933_62.66433
Kattegat	11.79467	56.65867	11.79467_56.65867
Eastern Gotland Basin	18.98	55.82833	18.98_55.82833
Skagerrak	9.869	58.03133	9.869_58.03133
19	17.884	62.46733	17.884_62.46733
8	16.68417	57.41833	16.68417_57.41833
Eastern Gotland Basin	20.07692	57.3116	20.07692_57.3116
12n	18.921	59.6865	18.921_59.6865
Bothnian Sea	18.548	62.10067	18.548_62.10067
North Sea	6.83333	57.55	6.83333_57.55
Bothnian Sea	19.97167	62.6655	19.97167_62.6655
Eastern Gotland Basin	19.88333	56.55	19.88333_56.55
13	16.20883	58.6285	16.20883_58.6285
16	17.27667	60.8195	17.27667_60.8195
Kattegat	11.66333	57.18333	11.66333_57.18333
19	18.78667	63.12	18.78667_63.12
Eastern Gotland Basin	18.46333	56.25167	18.46333_56.25167
Western Gotland Basin	17.87417	57.0525	17.87417_57.0525
Eastern Gotland Basin	19.58553	56.63362	19.58553_56.63362
North Sea	3.66667	58.43333	3.66667_58.43333
Bornholm Basin	14.786	55.41917	14.786_55.41917
Western Gotland Basin	17.732	57.47983	17.732_57.47983
1n	11.38333	58.33333	11.38333_58.33333
20	19.81933	63.4995	19.81933_63.4995
Skagerrak	10.5565	58.34517	10.5565_58.34517
18	18.7415	63.26717	18.7415_63.26717
3	11.08333	58.89167	11.08333_58.89167
Arkona Basin	14.0988	54.9714	14.0988_54.9714
Kattegat	12.495	56.55833	12.495_56.55833
Bothnian Bay	23.23233	65.16683	23.23233_65.16683
Skagerrak	10.43333	58.2	10.43333_58.2
Skagerrak	10.15347	58.77168	10.15347_58.77168
12n	16.98917	58.672	16.98917_58.672
Western Gotland Basin	17.60883	57.47983	17.60883_57.47983
Skagerrak	8.533	57.45933	8.533_57.45933
Kattegat	11.31833	57.35667	11.31833_57.35667
24	18.15267	59.31917	18.15267_59.31917
Kattegat	10.83333	57.68333	10.83333_57.68333
Skagerrak	10.83333	57.93333	10.83333_57.93333
Kattegat	12.08	56.89833	12.08_56.89833
Skagerrak	10.90667	58.19667	10.90667_58.19667
3	11.12667	58.49	11.12667_58.49
Western Gotland Basin	17.567	57.45983	17.567_57.45983
Western Gotland Basin	17.23333	57.725	17.23333_57.725
Kattegat	12.187	57.03967	12.187_57.03967
Bornholm Basin	16.15133	55.68967	16.15133_55.68967
Bornholm Basin	17.595	56.12333	17.595_56.12333
Kattegat	10.8995	57.431	10.8995_57.431
Bornholm Basin	16.476	55.7925	16.476_55.7925
Skagerrak	10.30667	57.90833	10.30667_57.90833
20	19.8185	63.5	19.8185_63.5
Skagerrak	10.99167	57.875	10.99167_57.875
Skagerrak	9.88433	58.04433	9.88433_58.04433
North Sea	-0.73333	56.5	-0.73333_56.5
Arkona Basin	13.167	55.21583	13.167_55.21583
Skagerrak	10.83333	58.08333	10.83333_58.08333
Bornholm Basin	15.33287	55.38262	15.33287_55.38262
Skagerrak	9.49167	58.075	9.49167_58.075
Western Gotland Basin	17.43817	57.116	17.43817_57.116
Eastern Gotland Basin	19.87903	57.99808	19.87903_57.99808
1n	11.287	58.4365	11.287_58.4365
Eastern Gotland Basin	18.62567	56.42583	18.62567_56.42583
Kattegat	10.95067	56.22833	10.95067_56.22833
Eastern Gotland Basin	18.03333	55.3	18.03333_55.3
20	19.808	63.52467	19.808_63.52467
12n	16.95052	58.48868	16.95052_58.48868
8	15.82167	56.08167	15.82167_56.08167
18	18.87417	63.26733	18.87417_63.26733
North Sea	7.86667	57.13667	7.86667_57.13667
Skagerrak	10.84517	58.29433	10.84517_58.29433
Kattegat	12.1895	57.01283	12.1895_57.01283
Eastern Gotland Basin	19.06667	57.36667	19.06667_57.36667
Skagerrak	10.58333	58.16667	10.58333_58.16667
20	19.80683	63.52467	19.80683_63.52467
Kattegat	11.83333	56.8	11.83333_56.8
Skagerrak	11.15583	58.11	11.15583_58.11
Eastern Gotland Basin	18.39997	55.55527	18.39997_55.55527
12n	18.43045	59.1708	18.43045_59.1708
18	17.94583	62.64283	17.94583_62.64283
22	23.09167	65.695	23.09167_65.695
Western Gotland Basin	18.81083	58.49967	18.81083_58.49967
12n	18.38633	59.43667	18.38633_59.43667
Skagerrak	10.50463	58.2843	10.50463_58.2843
Skagerrak	9.34167	57.91667	9.34167_57.91667
3	11.135	58.46833	11.135_58.46833
Bornholm Basin	16.504	55.86217	16.504_55.86217
The Sound	12.84447	55.58887	12.84447_55.58887
20	19.80717	63.52517	19.80717_63.52517
North Sea	7.96983	56.71683	7.96983_56.71683
Skagerrak	10.95683	58.30233	10.95683_58.30233
Skagerrak	10.50407	58.2841	10.50407_58.2841
The Sound	12.68367	55.96983	12.68367_55.96983
22	21.533	65.38967	21.533_65.38967
Western Gotland Basin	17.54883	58.41167	17.54883_58.41167
Northern Baltic Proper	20.74167	59.01	20.74167_59.01
Eastern Gotland Basin	18.38333	55.75	18.38333_55.75
Eastern Gotland Basin	18.784	56.94283	18.784_56.94283
Kattegat	11.585	57.54	11.585_57.54
Eastern Gotland Basin	17.75333	56.059	17.75333_56.059
Kattegat	11.31767	57.36983	11.31767_57.36983
Skagerrak	11.29218	57.8667	11.29218_57.8667
18	18.63367	63.17517	18.63367_63.17517
Bornholm Basin	15.41083	55.84667	15.41083_55.84667
Skagerrak	9.35	58.0	9.35_58.0
Kattegat	11.07667	56.445	11.07667_56.445
Kattegat	12.4745	56.2012	12.4745_56.2012
Kattegat	11.71133	56.9075	11.71133_56.9075
Western Gotland Basin	17.872	57.06817	17.872_57.06817
Western Gotland Basin	18.16667	57.76667	18.16667_57.76667
Bornholm Basin	16.11112	55.76963	16.11112_55.76963
Kattegat	11.86667	56.85	11.86667_56.85
20	20.2735	63.66433	20.2735_63.66433
Skagerrak	9.88	57.89	9.88_57.89
Kattegat	11.88617	56.35	11.88617_56.35
Skagerrak	9.63433	57.7185	9.63433_57.7185
Kattegat	11.9	57.23333	11.9_57.23333
Kattegat	11.83133	56.8005	11.83133_56.8005
Kattegat	12.11037	56.669	12.11037_56.669
18	18.26267	62.863	18.26267_62.863
11	19.07003	57.95228	19.07003_57.95228
Eastern Gotland Basin	19.22167	57.395	19.22167_57.395
Bothnian Bay	22.06617	64.7085	22.06617_64.7085
Western Gotland Basin	17.10333	57.45333	17.10333_57.45333
Kattegat	11.83167	57.10083	11.83167_57.10083
2	11.90167	58.34167	11.90167_58.34167
Kattegat	12.55487	56.55202	12.55487_56.55202
Kattegat	12.11193	56.66885	12.11193_56.66885
Skagerrak	9.85333	57.55	9.85333_57.55
Bornholm Basin	15.98407	55.25	15.98407_55.25
22	22.44733	65.73033	22.44733_65.73033
Kattegat	12.38417	56.5755	12.38417_56.5755
Western Gotland Basin	17.22233	57.59217	17.22233_57.59217
Kattegat	11.65483	57.192	11.65483_57.192
Bothnian Sea	18.54983	62.10083	18.54983_62.10083
5	12.62	56.565	12.62_56.565
Great Belt	11.04133	55.32617	11.04133_55.32617
Kattegat	12.1	56.46667	12.1_56.46667
Kattegat	11.06667	57.73333	11.06667_57.73333
12n	18.29475	59.28317	18.29475_59.28317
Skagerrak	11.06667	57.98333	11.06667_57.98333
4	11.96667	57.271	11.96667_57.271
18	18.26383	62.86467	18.26383_62.86467
7	13.81308	55.42185	13.81308_55.42185
16	17.22283	61.62333	17.22283_61.62333
20	19.819	63.49933	19.819_63.49933
Bothnian Sea	19.9725	62.587	19.9725_62.587
Kattegat	10.71633	57.75017	10.71633_57.75017
1n	11.42	58.285	11.42_58.285
22	21.67533	65.41933	21.67533_65.41933
Kattegat	12.147	56.45	12.147_56.45
18	17.38757	62.33623	17.38757_62.33623
Western Gotland Basin	17.43383	57.1165	17.43383_57.1165
Western Gotland Basin	17.66667	57.16667	17.66667_57.16667
Bornholm Basin	16.53613	56.11627	16.53613_56.11627
Bornholm Basin	15.58467	55.722	15.58467_55.722
Skagerrak	11.07333	58.07	11.07333_58.07
Western Gotland Basin	18.77902	58.09122	18.77902_58.09122
Bornholm Basin	14.69833	55.575	14.69833_55.575
15	19.04733	59.48767	19.04733_59.48767
Kattegat	11.66667	57.18667	11.66667_57.18667
4	11.66667	57.56167	11.66667_57.56167
19	18.89433	63.07667	18.89433_63.07667
22	21.53017	65.33367	21.53017_65.33367
North Sea	7.39167	57.7	7.39167_57.7
Western Gotland Basin	17.54	57.00033	17.54_57.00033
18	19.033	63.21033	19.033_63.21033
Skagerrak	10.66667	58.0	10.66667_58.0
Skagerrak	10.66667	58.5	10.66667_58.5
1n	11.24	58.35483	11.24_58.35483
24	18.14	59.44723	18.14_59.44723
North Sea	7.76667	56.08333	7.76667_56.08333
Skagerrak	10.84503	58.29483	10.84503_58.29483
Eastern Gotland Basin	18.826	57.14017	18.826_57.14017
Bornholm Basin	14.68317	55.4755	14.68317_55.4755
18	18.0035	62.8365	18.0035_62.8365
18	17.40303	62.41075	17.40303_62.41075
Northern Baltic Proper	19.89383	59.49983	19.89383_59.49983
9	16.88833	57.3825	16.88833_57.3825
Bothnian Sea	18.95133	62.65383	18.95133_62.65383
Bornholm Basin	16.515	55.675	16.515_55.675
Kattegat	12.11283	56.66867	12.11283_56.66867
Kattegat	11.55967	57.5335	11.55967_57.5335
Bornholm Basin	16.63117	55.79483	16.63117_55.79483
The Sound	12.75167	55.84667	12.75167_55.84667
Eastern Gotland Basin	20.28333	57.58333	20.28333_57.58333
Kattegat	11.78667	56.94333	11.78667_56.94333
Eastern Gotland Basin	20.28333	57.83333	20.28333_57.83333
16	18.82473	59.95833	18.82473_59.95833
Bornholm Basin	15.57283	55.85283	15.57283_55.85283
Skagerrak	10.80833	57.83333	10.80833_57.83333
Skagerrak	9.73167	57.74333	9.73167_57.74333
North Sea	5.06667	57.93333	5.06667_57.93333
Kattegat	10.71667	57.75033	10.71667_57.75033
7	13.81665	55.42052	13.81665_55.42052
Arkona Basin	13.082	55.249	13.082_55.249
Bothnian Bay	24.1945	64.849	24.1945_64.849
12n	17.248	58.72067	17.248_58.72067
12s	16.75167	58.33	16.75167_58.33
18	17.84702	62.92727	17.84702_62.92727
Bornholm Basin	14.78	55.62333	14.78_55.62333
Kattegat	11.66667	57.11667	11.66667_57.11667
12n	18.30567	59.26335	18.30567_59.26335
Western Gotland Basin	17.98333	58.01667	17.98333_58.01667
North Sea	1.1	54.96667	1.1_54.96667
Bothnian Sea	19.2795	61.11967	19.2795_61.11967
Eastern Gotland Basin	17.83967	56.102	17.83967_56.102
12n	17.07158	58.7385	17.07158_58.7385
Bornholm Basin	14.68333	55.46667	14.68333_55.46667
Bornholm Basin	14.68333	55.84167	14.68333_55.84167
Bornholm Basin	15.23333	55.3085	15.23333_55.3085
22	21.4325	65.30667	21.4325_65.30667
The Sound	12.74817	55.86692	12.74817_55.86692
18	17.93073	62.58432	17.93073_62.58432
Northern Baltic Proper	19.08333	58.83333	19.08333_58.83333
Skagerrak	10.13833	57.74333	10.13833_57.74333
20	20.68783	63.8495	20.68783_63.8495
Gdansk Basin	19.29333	54.65167	19.29333_54.65167
Bothnian Sea	17.58233	60.893	17.58233_60.893
Western Gotland Basin	17.1	56.58333	17.1_56.58333
12n	18.37917	59.29017	18.37917_59.29017
Western Gotland Basin	18.23333	58.53333	18.23333_58.53333
Bornholm Basin	16.53543	56.11663	16.53543_56.11663
Kattegat	12.24933	56.83267	12.24933_56.83267
Kattegat	12.11043	56.66857	12.11043_56.66857
Skagerrak	8.77333	57.77	8.77333_57.77
Skagerrak	9.625	58.125	9.625_58.125
12n	17.6667	58.86047	17.6667_58.86047
20	19.8205	63.50017	19.8205_63.50017
Bornholm Basin	16.3095	55.71567	16.3095_55.71567
Bothnian Bay	22.06667	64.70783	22.06667_64.70783
Eastern Gotland Basin	19.43333	57.88333	19.43333_57.88333
22	22.4445	65.7295	22.4445_65.7295
7	13.81493	55.42118	13.81493_55.42118
8	16.67833	57.405	16.67833_57.405
Western Gotland Basin	17.29	57.10333	17.29_57.10333
Bothnian Sea	17.94667	61.20667	17.94667_61.20667
Skagerrak	10.72483	58.26833	10.72483_58.26833
Kattegat	11.32167	57.24667	11.32167_57.24667
Kattegat	11.82767	56.6205	11.82767_56.6205
Arkona Basin	14.4325	55.13	14.4325_55.13
Bornholm Basin	15.464	55.99667	15.464_55.99667
Kattegat	12.445	56.71167	12.445_56.71167
Bornholm Basin	15.9834	55.24933	15.9834_55.24933
Skagerrak	9.834	57.96617	9.834_57.96617
Eastern Gotland Basin	20.0755	57.31225	20.0755_57.31225
Skagerrak	10.8456	58.29435	10.8456_58.29435
Western Gotland Basin	16.8945	56.57867	16.8945_56.57867
Kattegat	11.32167	57.70333	11.32167_57.70333
Bothnian Sea	17.6618	61.23245	17.6618_61.23245
Bornholm Basin	16.005	55.775	16.005_55.775
Western Gotland Basin	17.09867	57.69467	17.09867_57.69467
18	18.84117	63.16417	18.84117_63.16417
Kattegat	12.55317	56.54633	12.55317_56.54633
1n	11.215	58.78	11.215_58.78
Skagerrak	10.84233	58.38733	10.84233_58.38733
Bay of Mecklenburg	12.16667	54.43333	12.16667_54.43333
Bornholm Basin	14.616	55.46583	14.616_55.46583
Eastern Gotland Basin	18.48333	55.58333	18.48333_55.58333
12n	17.10083	58.75517	17.10083_58.75517
Bothnian Sea	17.86667	61.2	17.86667_61.2
Arkona Basin	13.43333	54.86667	13.43333_54.86667
20	19.81833	63.4875	19.81833_63.4875
Kattegat	11.61583	57.55983	11.61583_57.55983
12n	17.56478	58.86988	17.56478_58.86988
18	18.68217	63.24367	18.68217_63.24367
Åland Sea	19.75833	59.76833	19.75833_59.76833
Western Gotland Basin	18.165	57.71667	18.165_57.71667
1n	11.6	57.91667	11.6_57.91667
Bornholm Basin	14.8675	55.63142	14.8675_55.63142
12n	18.37735	59.32533	18.37735_59.32533
Kattegat	11.43333	57.16667	11.43333_57.16667
Kattegat	11.43333	57.66667	11.43333_57.66667
North Sea	3.03333	56.53333	3.03333_56.53333
Bothnian Sea	20.00317	61.4145	20.00317_61.4145
Bornholm Basin	16.48167	55.66833	16.48167_55.66833
Skagerrak	9.80183	58.01433	9.80183_58.01433
Skagerrak	11.02783	58.34	11.02783_58.34
Skagerrak	9.775	58.05833	9.775_58.05833
18	18.6845	63.237	18.6845_63.237
Skagerrak	9.07617	57.38783	9.07617_57.38783
2	11.5838	58.46532	11.5838_58.46532
Western Gotland Basin	17.7465	58.49728	17.7465_58.49728
22	22.37517	65.80767	22.37517_65.80767
Western Gotland Basin	17.17967	56.9355	17.17967_56.9355
Bornholm Basin	14.86677	55.61667	14.86677_55.61667
Bothnian Bay	23.22633	65.15733	23.22633_65.15733
5	12.552	56.35883	12.552_56.35883
7	14.23833	55.83333	14.23833_55.83333
7	13.80933	55.41895	13.80933_55.41895
Skagerrak	10.844	58.29483	10.844_58.29483
Kattegat	11.34167	57.71667	11.34167_57.71667
Skagerrak	10.84167	58.37333	10.84167_58.37333
Eastern Gotland Basin	17.69133	55.741	17.69133_55.741
Bornholm Basin	15.20833	56.03333	15.20833_56.03333
Bothnian Bay	21.40133	63.8325	21.40133_63.8325
Skagerrak	8.826	57.6375	8.826_57.6375
1n	11.55	58.06667	11.55_58.06667
2	11.55	58.31667	11.55_58.31667
Kattegat	11.5775	57.3055	11.5775_57.3055
Arkona Basin	13.30057	55.01583	13.30057_55.01583
22	21.86783	65.51267	21.86783_65.51267
Skagerrak	10.18333	58.26667	10.18333_58.26667
Western Gotland Basin	18.85	58.825	18.85_58.825
14	17.95	58.75	17.95_58.75
2	11.58483	58.46532	11.58483_58.46532
Skagerrak	10.79167	57.86833	10.79167_57.86833
8	16.5645	57.098	16.5645_57.098
5	12.5695	56.34767	12.5695_56.34767
North Sea	5.6	58.28333	5.6_58.28333
Bornholm Basin	14.81667	55.45	14.81667_55.45
22	22.57283	65.63867	22.57283_65.63867
Eastern Gotland Basin	19.4	56.6	19.4_56.6
18	18.26467	62.86317	18.26467_62.86317
Bornholm Basin	15.77233	55.80067	15.77233_55.80067
Western Gotland Basin	17.66868	57.11718	17.66868_57.11718
7	13.81642	55.42017	13.81642_55.42017
Skagerrak	11.215	57.865	11.215_57.865
5	12.87333	56.5	12.87333_56.5
Skagerrak	9.75433	57.739	9.75433_57.739
Skagerrak	11.28233	57.85783	11.28233_57.85783
Eastern Gotland Basin	21.52167	57.815	21.52167_57.815
Eastern Gotland Basin	18.74667	56.32833	18.74667_56.32833
4	11.55	57.67833	11.55_57.67833
5	12.78833	56.61167	12.78833_56.61167
Bothnian Sea	19.9745	62.58717	19.9745_62.58717
Bornholm Basin	15.92833	55.73333	15.92833_55.73333
Kattegat	11.65467	57.17583	11.65467_57.17583
7	13.81015	55.41975	13.81015_55.41975
Eastern Gotland Basin	19.31667	57.26667	19.31667_57.26667
Kattegat	12.20117	56.55067	12.20117_56.55067
Northern Baltic Proper	20.19203	58.87608	20.19203_58.87608
Arkona Basin	13.25	55.21167	13.25_55.21167
12s	16.65917	57.754	16.65917_57.754
18	18.687	63.23033	18.687_63.23033
Skagerrak	9.645	58.15	9.645_58.15
Skagerrak	9.58333	58.14167	9.58333_58.14167
20	19.81983	63.4995	19.81983_63.4995
Åland Sea	19.11	60.20167	19.11_60.20167
The Sound	12.86167	55.71167	12.86167_55.71167
Eastern Gotland Basin	19.39403	57.6672	19.39403_57.6672
The Sound	12.85	55.65	12.85_55.65
Kattegat	12.57	56.64133	12.57_56.64133
9	16.6405	56.893	16.6405_56.893
	11.36667	59.11667	11.36667_59.11667
Eastern Gotland Basin	18.40013	55.55528	18.40013_55.55528
Skagerrak	9.18467	57.41833	9.18467_57.41833
Bornholm Basin	15.95167	55.45833	15.95167_55.45833
Bothnian Sea	18.54167	62.10667	18.54167_62.10667
Western Gotland Basin	17.98417	58.01633	17.98417_58.01633
Skagerrak	10.83233	57.834	10.83233_57.834
Skagerrak	10.0	58.03333	10.0_58.03333
Skagerrak	11.29188	57.86667	11.29188_57.86667
Arkona Basin	14.11667	55.0	14.11667_55.0
2	11.43617	58.25967	11.43617_58.25967
Skagerrak	11.028	58.33913	11.028_58.33913
Eastern Gotland Basin	19.05	55.35067	19.05_55.35067
Skagerrak	9.6	58.025	9.6_58.025
Skagerrak	10.50445	58.28465	10.50445_58.28465
Skagerrak	11.02813	58.33933	11.02813_58.33933
18	17.389	62.39183	17.389_62.39183
18	18.61733	63.17483	18.61733_63.17483
20	19.8085	63.52467	19.8085_63.52467
Northern Baltic Proper	21.10008	59.04225	21.10008_59.04225
Western Gotland Basin	17.95	56.99	17.95_56.99
22	22.449	65.73	22.449_65.73
Western Gotland Basin	16.85817	56.55617	16.85817_56.55617
Bothnian Sea	19.1	62.65	19.1_62.65
Bornholm Basin	17.5	55.41667	17.5_55.41667
Eastern Gotland Basin	21.33333	57.5	21.33333_57.5
Bothnian Sea	18.93333	60.54167	18.93333_60.54167
22	23.50813	65.77183	23.50813_65.77183
20	20.67367	63.8465	20.67367_63.8465
Kattegat	12.11118	56.66868	12.11118_56.66868
Eastern Gotland Basin	19.31667	55.28333	19.31667_55.28333
1n	11.31667	58.47833	11.31667_58.47833
2	11.43633	58.25983	11.43633_58.25983
3	11.591	57.918	11.591_57.918
North Sea	-0.16667	58.28333	-0.16667_58.28333
3	11.07	58.91	11.07_58.91
Northern Baltic Proper	19.92667	59.49833	19.92667_59.49833
22	22.44067	65.48417	22.44067_65.48417
Great Belt	10.87083	55.859	10.87083_55.859
Western Gotland Basin	17.17467	56.92933	17.17467_56.92933
Skagerrak	10.8385	58.50683	10.8385_58.50683
Skagerrak	9.75	57.71667	9.75_57.71667
Skagerrak	11.29515	57.866	11.29515_57.866
Arkona Basin	14.099	54.97118	14.099_54.97118
Kattegat	12.11122	56.6684	12.11122_56.6684
Kattegat	10.97667	56.20333	10.97667_56.20333
12n	18.38195	59.2006	18.38195_59.2006
12n	17.0305	58.74033	17.0305_58.74033
Western Gotland Basin	17.28517	57.10333	17.28517_57.10333
22	22.44767	65.72967	22.44767_65.72967
Skagerrak	9.0	57.95	9.0_57.95
Kattegat	12.57	56.73	12.57_56.73
Skagerrak	10.51167	57.82667	10.51167_57.82667
Kattegat	12.29333	56.875	12.29333_56.875
Eastern Gotland Basin	18.9385	56.04533	18.9385_56.04533
12n	18.59517	59.54733	18.59517_59.54733
Bornholm Basin	15.90667	55.79667	15.90667_55.79667
Skagerrak	9.6	58.0175	9.6_58.0175
22	21.10317	64.68417	21.10317_64.68417
Kattegat	11.62267	57.54283	11.62267_57.54283
Bornholm Basin	14.8683	55.616	14.8683_55.616
22	23.50298	65.77282	23.50298_65.77282
Bornholm Basin	15.29833	55.20833	15.29833_55.20833
Bothnian Bay	23.2315	65.16717	23.2315_65.16717
17	17.31	60.82367	17.31_60.82367
Kattegat	12.11105	56.6685	12.11105_56.6685
Northern Baltic Proper	20.13333	58.5	20.13333_58.5
Northern Baltic Proper	20.13333	58.75	20.13333_58.75
5	12.5715	56.33167	12.5715_56.33167
Bornholm Basin	16.51633	55.27488	16.51633_55.27488
18	19.178	63.31267	19.178_63.31267
Skagerrak	10.12333	58.16	10.12333_58.16
8	15.66033	56.14833	15.66033_56.14833
10	18.12167	57.41333	18.12167_57.41333
North Sea	5.71667	55.56667	5.71667_55.56667
Bornholm Basin	14.69133	55.641	14.69133_55.641
2	11.64	58.25667	11.64_58.25667
Northern Baltic Proper	19.45	58.45	19.45_58.45
Kattegat Danish Coastal waters, including Limfjord	10.55833	57.60833	10.55833_57.60833
19	17.74792	62.43258	17.74792_62.43258
Skagerrak	11.04	58.42833	11.04_58.42833
Western Gotland Basin	17.25	56.8	17.25_56.8
Kattegat	11.09533	56.47717	11.09533_56.47717
Kattegat	11.80833	56.925	11.80833_56.925
Skagerrak	8.52533	57.45317	8.52533_57.45317
Eastern Gotland Basin	18.40073	55.55477	18.40073_55.55477
Skagerrak	9.86533	58.02733	9.86533_58.02733
Skagerrak	11.00322	58.39703	11.00322_58.39703
2	11.4512	58.2576	11.4512_58.2576
Skagerrak	11.19	58.225	11.19_58.225
Western Gotland Basin	17.8645	57.05783	17.8645_57.05783
Kattegat	11.34	57.70333	11.34_57.70333
Bornholm Basin	14.63333	55.53333	14.63333_55.53333
3	11.08797	58.48278	11.08797_58.48278
Bornholm Basin	14.67167	55.58	14.67167_55.58
3	11.11917	58.4535	11.11917_58.4535
Bothnian Sea	19.2525	61.0825	19.2525_61.0825
North Sea	8.4	57.2	8.4_57.2
Kattegat	10.99783	57.647	10.99783_57.647
1s	11.66333	57.74833	11.66333_57.74833
Bornholm Basin	15.39033	55.962	15.39033_55.962
Eastern Gotland Basin	18.84233	57.045	18.84233_57.045
Eastern Gotland Basin	18.90667	57.08833	18.90667_57.08833
Bothnian Bay	23.85	64.85	23.85_64.85
The Sound	12.84372	55.58877	12.84372_55.58877
Skagerrak	10.975	58.23333	10.975_58.23333
Skagerrak	10.94207	58.31558	10.94207_58.31558
Bornholm Basin	15.87092	55.7694	15.87092_55.7694
22	21.573	65.36917	21.573_65.36917
Eastern Gotland Basin	19.42317	57.86217	19.42317_57.86217
Bornholm Basin	16.45833	55.91667	16.45833_55.91667
Skagerrak	10.91667	57.805	10.91667_57.805
Skagerrak	11.27833	58.085	11.27833_58.085
Bornholm Basin	14.175	54.27667	14.175_54.27667
Kattegat	11.82833	56.61883	11.82833_56.61883
20	20.44517	63.7335	20.44517_63.7335
North Sea	2.71667	56.53333	2.71667_56.53333
Kattegat	11.65967	57.19228	11.65967_57.19228
Western Gotland Basin	17.09683	57.46467	17.09683_57.46467
Northern Baltic Proper	20.328	58.882	20.328_58.882
Skagerrak	10.969	57.79833	10.969_57.79833
16	17.69382	60.57623	17.69382_60.57623
Bothnian Sea	18.9085	61.584	18.9085_61.584
Skagerrak	8.2	57.68333	8.2_57.68333
11	18.5845	57.852	18.5845_57.852
