depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p
40.00	5	14	8.64	1.42	28	11.00	4.65			3.64	1.16	24	6.16	1.57			6.81	0.27	24	7.29	6.35			6.47	1.60	7	7.88	3.85			4.29	0.41	5	4.77	3.77			6.70	0.30	7	7.11	6.17			6.99	1.22	24	9.31	4.90			0.57	0.28	29	0.98	0.08	0.96	0.12	0.03	0.03	6	0.09	0.01			0.38	0.84	6	2.09	0.02			0.41	0.62	24	2.16	0.03			0.28	0.35	29	1.76	0.04	0.84	0.05	17.74	7.03	25	30.95	4.75			3.37	2.00	29	7.49	1.06	7.03	1.12			0							0							0					1.65	0.06	3	1.70	1.58		
40.00	6	14	6.88	1.44	29	9.75	3.95	9.09	4.52	4.41	1.28	24	6.89	2.73			6.86	0.21	24	7.27	6.36			5.48	1.63	7	7.84	3.06			5.03	1.40	5	7.15	3.30			6.90	0.28	7	7.28	6.44			6.02	1.06	24	8.15	4.42			0.89	0.48	29	2.48	0.26	1.65	0.35	0.09	0.10	6	0.25	0.01			0.65	0.60	6	1.50	0.03			0.68	0.66	24	2.73	0.06			1.63	1.29	29	5.01	0.23	4.00	0.28	22.12	6.35	25	34.53	11.65			1.17	0.73	29	3.90	0.35	2.30	0.48			0							0							0					1.67	0.03	3	1.71	1.66		
40.00	7	14	5.90	1.13	29	9.15	4.15	7.62	4.34	5.08	1.10	24	7.07	2.82			6.92	0.21	24	7.28	6.50			5.30	1.12	7	6.55	3.81			5.61	1.08	5	6.60	3.83			6.91	0.20	9	7.25	6.62			5.82	0.80	24	7.09	3.96			0.90	0.27	29	1.73	0.41	1.37	0.54	0.13	0.06	6	0.19	0.04			1.50	1.19	6	3.06	0.01			0.93	0.61	24	2.17	0.02			2.14	2.84	29	13.85	0.06	6.12	0.07	23.53	7.27	25	49.35	13.65			1.28	1.00	29	5.10	0.45	3.00	0.54			0							0							0					1.66	0.03	3	1.69	1.63		
40.00	8	14	5.88	1.00	29	8.75	4.15	7.20	4.37	5.40	1.10	24	7.85	3.71			7.01	0.17	24	7.36	6.74			5.15	0.41	7	5.64	4.60			5.51	1.08	6	7.13	4.10			7.04	0.14	12	7.32	6.77			5.16	0.92	24	6.54	2.57			1.06	0.24	29	1.75	0.60	1.38	0.75	0.15	0.10	6	0.28	0.04			3.26	1.74	6	4.99	0.24			1.94	0.92	24	4.05	0.21			2.70	3.23	29	16.98	0.09	6.04	0.10	24.84	4.52	25	32.15	14.35			0.79	0.39	29	2.24	0.34	1.42	0.40			0							0							0					1.65	0.02	3	1.67	1.63		
40.00	9	14	7.46	0.95	29	8.85	5.75	8.75	5.92	5.08	0.89	25	6.77	3.72			7.17	0.24	25	7.64	6.61			4.49	0.90	7	5.75	3.50			6.78	0.43	4	7.40	6.45			7.16	0.19	5	7.39	6.91			5.12	1.35	23	7.58	2.29			1.23	0.57	27	3.19	0.60			0.06	0.02	4	0.08	0.03			5.59	2.10	4	8.46	3.42			3.03	1.39	23	6.77	1.01			2.66	3.49	27	15.03	0.07			26.54	8.37	23	46.49	13.90			0.73	0.35	29	1.93	0.28	1.34	0.35			0							0							0					1.68	0.02	3	1.70	1.67		
40.00	10	14	8.65	1.45	29	11.30	5.25			5.37	1.19	26	8.54	3.46			7.42	0.53	26	8.99	6.72			3.89	1.53	8	6.50	1.87			6.50	1.72	6	9.40	4.75			7.48	0.73	8	9.05	6.69			4.63	1.61	25	6.81	1.05			1.28	0.45	29	2.69	0.61			0.15	0.14	5	0.39	0.04			6.25	2.27	5	8.16	2.42			4.00	1.42	24	7.78	1.70			2.34	2.56	28	10.27	0.04			28.67	8.44	25	49.75	14.50			0.71	0.25	29	1.28	0.32					0							0							0					1.69	0.01	3	1.70	1.68		
40.00	11	14	8.95	2.74	28	13.70	3.20			5.62	1.03	25	7.68	3.60			7.31	0.47	24	8.34	6.42			5.51	1.85	7	8.64	3.61			5.97	0.29	4	6.40	5.80			7.39	0.31	6	7.70	6.80			5.47	1.78	23	8.58	0.45			1.18	0.49	29	2.87	0.46	1.72	0.55	0.19	0.15	5	0.44	0.04			5.54	1.85	5	7.35	3.15			4.08	1.62	24	8.23	1.22			1.56	2.40	29	9.27	0.03	7.37	0.05	26.24	9.68	25	56.70	14.70			0.83	0.54	29	2.41	0.26	2.03	0.34			0							0							0					1.67	0.03	3	1.70	1.63		
40.00	12	14	7.64	2.53	27	13.50	3.50			4.83	1.07	23	7.43	3.29			7.22	0.63	23	8.33	6.00			5.39	1.90	7	8.22	2.92			4.08	1.26	4	5.50	2.50			7.24	0.67	6	8.08	6.52			6.76	2.12	24	8.88	2.95			1.09	0.51	28	2.44	0.49			0.33	0.23	4	0.58	0.04			4.67	0.71	4	5.71	4.17			4.35	1.46	24	7.93	2.13			0.66	0.87	28	3.93	0.04			24.03	8.41	24	42.70	12.00			0.68	0.46	29	2.58	0.20	1.45	0.32			0							0							0					1.69	0.06	3	1.73	1.62		
50.00	10	14			0					4.98		1	4.98	4.98	4.98	4.98	9.45		1	9.45	9.45	9.45	9.45	0.71		1	0.71	0.71	0.71	0.71	4.97		1	4.97	4.97	4.97	4.97	9.45		1	9.45	9.45	9.45	9.45	0.27		1	0.27	0.27	0.27	0.27			0							0							0							0							0							0							0							0					1.00		1	1.00	1.00	1.00	1.00			0							0				
60.00	10	14			0							0							0							0					5.19		1	5.19	5.19	5.19	5.19	9.63		1	9.63	9.63	9.63	9.63	0.06		1	0.06	0.06	0.06	0.06			0							0							0							0							0							0							0							0					1.00		1	1.00	1.00	1.00	1.00			0							0				
